#Name;Source;Deadband;Histor
SAMVAC/.BCUConfig[1].CapacityTest_kW;SAMVAC/.BCUConfig[1].CapacityTest_kW;0.0;0;
SAMVAC/.BCUConfig[1].CommLossAction;SAMVAC/.BCUConfig[1].CommLossAction;0.0;0;
SAMVAC/.BCUConfig[1].CommLossRampRate_kWs;SAMVAC/.BCUConfig[1].CommLossRampRate_kWs;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.MainsSwitchClosed.CardNr;SAMVAC/.BCUConfig[1].DigIn.MainsSwitchClosed.CardNr;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.MainsSwitchClosed.Channel;SAMVAC/.BCUConfig[1].DigIn.MainsSwitchClosed.Channel;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.MainsSwitchClosed.Default;SAMVAC/.BCUConfig[1].DigIn.MainsSwitchClosed.Default;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.MainsSwitchClosed.InvertSignal;SAMVAC/.BCUConfig[1].DigIn.MainsSwitchClosed.InvertSignal;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.MainsSwitchTripped.CardNr;SAMVAC/.BCUConfig[1].DigIn.MainsSwitchTripped.CardNr;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.MainsSwitchTripped.Channel;SAMVAC/.BCUConfig[1].DigIn.MainsSwitchTripped.Channel;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.MainsSwitchTripped.Default;SAMVAC/.BCUConfig[1].DigIn.MainsSwitchTripped.Default;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.MainsSwitchTripped.InvertSignal;SAMVAC/.BCUConfig[1].DigIn.MainsSwitchTripped.InvertSignal;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.NotEmerg.CardNr;SAMVAC/.BCUConfig[1].DigIn.NotEmerg.CardNr;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.NotEmerg.Channel;SAMVAC/.BCUConfig[1].DigIn.NotEmerg.Channel;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.NotEmerg.Default;SAMVAC/.BCUConfig[1].DigIn.NotEmerg.Default;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.NotEmerg.InvertSignal;SAMVAC/.BCUConfig[1].DigIn.NotEmerg.InvertSignal;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.PreChargeResistor.CardNr;SAMVAC/.BCUConfig[1].DigIn.PreChargeResistor.CardNr;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.PreChargeResistor.Channel;SAMVAC/.BCUConfig[1].DigIn.PreChargeResistor.Channel;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.PreChargeResistor.Default;SAMVAC/.BCUConfig[1].DigIn.PreChargeResistor.Default;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.PreChargeResistor.InvertSignal;SAMVAC/.BCUConfig[1].DigIn.PreChargeResistor.InvertSignal;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.ResetBtn.CardNr;SAMVAC/.BCUConfig[1].DigIn.ResetBtn.CardNr;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.ResetBtn.Channel;SAMVAC/.BCUConfig[1].DigIn.ResetBtn.Channel;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.ResetBtn.Default;SAMVAC/.BCUConfig[1].DigIn.ResetBtn.Default;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.ResetBtn.InvertSignal;SAMVAC/.BCUConfig[1].DigIn.ResetBtn.InvertSignal;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.SafeOpenSWClosed.CardNr;SAMVAC/.BCUConfig[1].DigIn.SafeOpenSWClosed.CardNr;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.SafeOpenSWClosed.Channel;SAMVAC/.BCUConfig[1].DigIn.SafeOpenSWClosed.Channel;0.0;0;
SAMVAC/.BCUConfig[1].DigIn.SafeOpenSWClosed.Default;SAMVAC/.BCUConfig[1].DigIn.SafeOpenSWClosed.Default;0.0;0;
